Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
28.0,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1.0,Male,50,3,1,LABORATORY TECHNICIAN,3.0,Divorced,2207.0,22482,1,No,16,3,4,1,4,5.0,2.0,4.0,2,2,2
34.0,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1.0,Male,45,3,2,HEALTHCARE REPRESENTATIVE,4.0,Single,7756.0,22266,0,No,17,3,3,0,7,1.0,2.0,6.0,2,0,4
37.0,0,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4.0,Female,88,2,2,Sales Executive,4.0,Divorced,6694.0,24223,2,Yes,14,3,3,3,8,5.0,3.0,1.0,0,0,0
25.0,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4.0,Male,32,3,1,Laboratory Technician,4.0,Married,3691.0,4605,1,Yes,15,3,2,1,7,3.0,4.0,7.0,7,5,6
26.0,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1.0,Male,37,3,1,Laboratory Technician,3.0,Divorced,2377.0,19373,1,No,20,4,3,1,1,0.0,2.0,1.0,1,0,0
33.0,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1.0,Male,55,2,1,Research Scientist,2.0,Single,2313.0,2993,4,Yes,20,4,2,0,5,3.0,3.0,5.0,2,2,2
42.0,0,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4.0,Male,35,3,4,Manager,1.0,Married,17665.0,14399,0,No,17,3,4,1,23,3.0,3.0,22.0,6,13,7
28.0,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1.0,Male,45,2,1,Laboratory Technician,2.0,Divorced,2596.0,7160,1,No,15,3,1,2,1,2.0,3.0,1.0,0,0,0
50.0,1,Travel_Frequently,959,Sales,1,4,Other,1113,3.0,Male,81,3,2,Sales Executive,3.0,Single,4728.0,17251,3,Yes,14,3,4,0,5,4.0,3.0,0.0,0,0,0
36.0,0,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4.0,Female,30,3,2,Sales Executive,2.0,Married,4302.0,13401,0,No,17,3,3,1,4,3.0,3.0,3.0,2,0,2
34.0,0,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3.0,Male,40,2,1,Research Scientist,4.0,Married,2979.0,22478,3,No,17,3,4,3,6,2.0,3.0,0.0,0,0,0
48.0,0,Non-Travel,1262,Research & Development,1,4,Medical,1116,1.0,Male,35,4,4,Manager,4.0,Single,16885.0,16154,2,No,22,4,3,0,27,3.0,2.0,5.0,4,2,1
45.0,0,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2.0,Female,65,2,2,Sales Executive,3.0,Married,5593.0,17970,1,No,13,3,4,1,15,2.0,3.0,15.0,10,4,12
52.0,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2.0,Male,87,3,3,Healthcare Representative,2.0,Single,10445.0,15322,7,No,19,3,4,0,18,4.0,3.0,8.0,6,4,0
38.0,0,Travel_Rarely,770,Sales,10,4,Marketing,1119,3.0,Male,73,2,3,Sales Executive,3.0,Divorced,8740.0,5569,0,Yes,14,3,2,2,9,2.0,3.0,8.0,7,2,7
29.0,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3.0,Female,93,3,1,Research Scientist,3.0,Divorced,2514.0,26968,4,No,22,4,1,1,11,1.0,3.0,7.0,5,1,7
28.0,0,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4.0,Female,93,3,3,Manufacturing Director,2.0,Divorced,4960.0,8039,0,No,17,3,2,3,10,3.0,3.0,9.0,7,1,7
46.0,0,Travel_Rarely,406,Sales,3,1,Marketing,1124,1.0,Male,52,3,4,Manager,3.0,Married,4960.0,15596,3,No,12,3,4,1,23,3.0,3.0,12.0,9,4,9
38.0,0,Travel_Rarely,130,Sales,2,2,Marketing,1125,4.0,Male,32,3,3,Sales Executive,2.0,Single,7351.0,20619,7,No,16,3,3,0,10,2.0,3.0,1.0,0,0,0
43.0,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3.0,Female,83,3,3,Manufacturing Director,1.0,Married,10820.0,11535,8,No,11,3,3,1,18,1.0,3.0,8.0,7,0,1
39.0,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,3.0,Male,84,3,4,Healthcare Representative,4.0,Divorced,12169.0,13547,7,No,11,3,4,3,21,3.0,3.0,18.0,7,11,5
40.0,0,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3.0,Male,44,2,5,Research Director,3.0,Single,250000.0,17544,1,No,14,3,1,0,21,2.0,4.0,20.0,7,4,9
36.0,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,3.0,Female,70,2,1,Research Scientist,2.0,Single,2070.0,25326,1,Yes,11,3,3,0,2,6.0,4.0,2.0,2,2,2
39.0,0,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3.0,Male,70,3,2,Laboratory Technician,2.0,Single,6782.0,8770,9,No,15,3,3,0,9,2.0,3.0,5.0,4,0,3
36.0,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1.0,Male,78,3,2,Manufacturing Director,4.0,Single,7779.0,23238,2,No,20,4,1,0,18,0.0,3.0,11.0,9,0,9
31.0,0,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3.0,Male,67,4,1,Sales Representative,4.0,Married,2791.0,21981,0,No,12,3,1,1,3,4.0,3.0,2.0,2,2,2
28.0,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1.0,Male,67,2,1,Research Scientist,2.0,Married,3201.0,19911,0,No,17,3,1,0,6,2.0,1.0,5.0,3,0,4
35.0,0,Travel_Frequently,1182,SALES,11,2,Marketing,1137,4.0,Male,54,3,2,Sales Executive,4.0,Divorced,4960.0,18500,1,No,11,3,4,1,5,3.0,3.0,5.0,2,0,2
49.0,0,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4.0,Male,56,2,4,SALES EXECUTIVE,2.0,Married,13120.0,11879,6,No,17,3,2,1,22,3.0,3.0,9.0,8,2,3
34.0,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4.0,Male,95,3,2,Manufacturing Director,3.0,Single,4033.0,15834,2,No,11,3,4,0,5,3.0,2.0,3.0,2,0,2
29.0,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4.0,Female,61,3,1,Research Scientist,2.0,Divorced,3291.0,17940,0,No,14,3,4,2,8,2.0,2.0,7.0,5,1,1
42.0,0,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2.0,Male,56,1,2,Laboratory Technician,4.0,Single,4272.0,9558,4,No,19,3,1,0,16,3.0,3.0,1.0,0,0,0
29.0,0,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2.0,Male,79,2,2,Manufacturing Director,4.0,Married,5056.0,17689,1,Yes,15,3,3,1,10,2.0,2.0,10.0,7,1,2
38.0,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3.0,Male,37,4,1,Human Resources,3.0,Married,2844.0,6004,1,No,13,3,4,1,7,2.0,4.0,7.0,6,5,0
28.0,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3.0,Male,39,2,1,Research Scientist,3.0,Divorced,2703.0,22088,1,Yes,14,3,4,1,3,2.0,3.0,3.0,1,0,2
18.0,1,Non-Travel,247,Research & Development,8,1,Medical,1156,3.0,Male,80,3,1,Laboratory Technician,3.0,Single,1904.0,13556,1,No,12,3,4,0,0,0.0,3.0,0.0,0,0,0
33.0,1,Travel_Rarely,603,Sales,9,4,Marketing,1157,1.0,Female,77,3,2,Sales Executive,3.0,Single,8224.0,18385,0,Yes,17,3,1,0,6,3.0,3.0,5.0,2,0,3
41.0,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2.0,Male,46,3,1,Laboratory Technician,4.0,Married,4766.0,9051,3,Yes,11,3,1,1,6,4.0,3.0,1.0,0,0,0
31.0,1,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3.0,Male,72,3,1,Laboratory Technician,3.0,Married,2610.0,6233,1,No,12,3,3,1,2,5.0,2.0,2.0,2,2,2
37.0,0,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3.0,Female,52,2,2,Healthcare Representative,4.0,Divorced,5731.0,17171,7,No,13,3,3,2,9,2.0,3.0,6.0,2,1,3
27.0,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4.0,Male,55,2,1,Research Scientist,3.0,Married,2539.0,7950,1,No,13,3,3,1,4,0.0,3.0,4.0,2,2,2
34.0,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2.0,Female,70,3,2,Sales Executive,3.0,Married,5714.0,5829,1,No,20,4,1,0,6,3.0,2.0,6.0,5,1,3
35.0,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3.0,Male,100,3,1,Human Resources,3.0,Single,4323.0,7108,1,No,17,3,2,0,6,2.0,1.0,5.0,4,1,4
29.0,1,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4.0,Female,45,2,3,SALES EXECUTIVE,1.0,Married,7336.0,11162,1,No,13,3,1,1,11,3.0,1.0,5.0,8,3,10
40.0,0,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2.0,Female,88,3,3,Research Director,3.0,Single,13499.0,13782,9,No,17,3,3,0,20,3.0,2.0,18.0,7,2,13
42.0,1,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3.0,Male,44,3,4,Sales Executive,3.0,Single,13758.0,2447,0,Yes,12,3,2,0,22,2.0,2.0,21.0,9,13,14
42.0,0,Travel_Rarely,647,Sales,4,4,Marketing,1171,2.0,Male,45,3,2,Sales Executive,1.0,Single,5155.0,2253,7,No,13,3,4,0,9,3.0,4.0,6.0,4,1,5
35.0,0,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4.0,Male,58,2,1,Laboratory Technician,3.0,Married,4960.0,16340,6,No,12,3,2,1,10,2.0,3.0,8.0,0,1,7
24.0,0,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4.0,Male,49,3,1,Laboratory Technician,2.0,Single,3597.0,6409,8,No,22,4,4,0,6,2.0,3.0,4.0,3,1,2
28.0,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3.0,Female,79,3,1,Laboratory Technician,4.0,Married,2515.0,22955,1,Yes,11,3,4,0,1,4.0,2.0,1.0,1,0,0
26.0,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,3.0,Male,82,4,1,Laboratory Technician,4.0,Married,4420.0,13421,1,No,22,4,2,1,8,2.0,3.0,5.0,7,0,7
30.0,0,Travel_Rarely,852,Sales,10,3,Marketing,1179,3.0,Male,72,2,2,Sales Executive,3.0,Married,6578.0,2706,1,No,18,3,1,1,10,3.0,3.0,10.0,3,1,4
40.0,0,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3.0,Female,92,2,2,Research Scientist,4.0,Married,4422.0,21203,3,Yes,13,3,4,1,16,3.0,1.0,1.0,1,0,0
35.0,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3.0,Male,44,2,3,Manufacturing Director,2.0,Divorced,10274.0,19588,2,No,18,3,2,1,15,2.0,4.0,7.0,7,6,4
34.0,0,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4.0,Male,97,2,2,Healthcare Representative,1.0,Single,5343.0,25755,0,No,20,4,3,0,14,3.0,3.0,13.0,9,4,9
35.0,0,Travel_Frequently,636,Research & Development,4,4,Other,1185,4.0,Male,47,2,1,Laboratory Technician,4.0,Married,2376.0,26537,1,No,13,3,2,1,2,2.0,4.0,2.0,2,2,2
36.0,1,Travel_Rarely,1372,SALES,9,3,Marketing,1188,1.0,Female,85,1,2,Sales Executive,3.0,Single,5346.0,9489,8,No,13,3,2,0,7,2.0,2.0,4.0,3,1,3
32.0,0,Non-Travel,862,Sales,2,1,Life Sciences,1190,3.0,Female,76,3,1,Sales Representative,1.0,Divorced,2827.0,14947,1,No,12,3,3,3,1,3.0,3.0,1.0,0,0,0
56.0,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4.0,Female,92,3,5,Manager,1.0,Divorced,19943.0,18575,4,No,13,3,4,1,28,2.0,3.0,5.0,2,4,2
36.0,0,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2.0,Female,54,3,1,Laboratory Technician,4.0,Married,3131.0,26342,1,No,13,3,1,1,10,5.0,3.0,10.0,8,0,8
19.0,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3.0,Male,54,3,1,RESEARCH SCIENTIST,1.0,Single,4960.0,7172,1,No,25,4,3,0,1,4.0,3.0,1.0,1,0,0
36.0,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1.0,Female,83,3,1,Research Scientist,3.0,Married,4477.0,20100,4,Yes,19,3,3,1,7,2.0,2.0,3.0,2,0,2
37.0,0,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4.0,Female,56,2,2,Manufacturing Director,4.0,Married,6474.0,9961,1,No,13,3,2,1,14,2.0,3.0,14.0,8,3,11
20.0,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1.0,Male,87,2,1,Laboratory Technician,3.0,Single,4960.0,12828,1,No,12,3,1,0,2,2.0,3.0,2.0,2,1,2
44.0,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3.0,Male,96,3,1,Research Scientist,3.0,Single,2936.0,10826,1,Yes,11,3,3,0,6,4.0,3.0,6.0,4,0,2
53.0,0,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4.0,Female,50,3,5,Manager,3.0,Divorced,18606.0,18640,3,No,18,3,2,1,26,6.0,3.0,7.0,7,4,7
29.0,0,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2.0,Female,69,1,1,Research Scientist,4.0,Married,2168.0,26933,0,Yes,18,3,1,1,6,2.0,2.0,5.0,4,1,3
22.0,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3.0,Male,48,2,1,Research Scientist,4.0,Married,2853.0,4223,0,Yes,11,3,2,1,1,5.0,3.0,0.0,0,0,0
36.0,0,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3.0,Female,69,3,4,Manager,1.0,Married,17048.0,24097,8,No,23,4,1,0,28,2.0,3.0,26.0,15,15,9
44.0,0,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4.0,Male,74,1,1,Research Scientist,3.0,Single,2290.0,4279,2,No,13,3,4,0,6,3.0,3.0,0.0,0,0,0
33.0,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2.0,Male,99,3,1,Human Resources,3.0,Married,3600.0,8429,1,No,13,3,4,1,5,2.0,3.0,5.0,4,1,4
41.0,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1.0,Male,95,2,1,Research Scientist,1.0,Divorced,2107.0,20293,6,No,17,3,1,1,5,2.0,1.0,1.0,0,0,0
30.0,0,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3.0,Male,61,3,2,Sales Executive,1.0,Divorced,4115.0,13192,8,No,19,3,3,3,8,3.0,3.0,4.0,3,0,3
36.0,0,Travel_Frequently,1184,Sales,2,4,Medical,1212,2.0,Male,62,3,2,Sales Executive,2.0,Married,4327.0,25440,5,No,12,3,4,3,5,2.0,3.0,5.0,0,0,0
50.0,0,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4.0,Female,30,3,4,Manager,1.0,Married,17856.0,9490,2,No,22,4,3,1,32,3.0,3.0,2.0,2,2,2
28.0,0,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4.0,Male,78,2,1,Laboratory Technician,1.0,Married,3196.0,12449,1,No,12,3,3,3,6,2.0,3.0,6.0,5,3,3
36.0,0,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4.0,Male,52,3,5,Research Director,3.0,Married,19081.0,10849,5,No,11,3,1,1,25,2.0,3.0,5.0,2,0,3
35.0,0, Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3.0,Male,94,3,2,Sales Executive,1.0,Married,8966.0,21026,3,Yes,15,3,4,3,15,2.0,3.0,5.0,7,1,7
24.0,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,3.0,Female,97,3,1,Laboratory Technician,2.0,Married,2210.0,3372,1,No,13,3,1,1,1,3.0,1.0,1.0,0,0,0
33.0,0,Travel_Frequently,1146,Sales,25,3,Medical,1220,2.0,Female,82,3,2,Sales Executive,3.0,Married,4539.0,4905,1,No,12,3,1,1,10,3.0,2.0,10.0,7,0,1
36.0,0,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3.0,Male,60,1,1,Laboratory Technician,3.0,Divorced,2741.0,6865,1,No,14,3,3,1,7,4.0,3.0,7.0,7,1,7
30.0,0,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,3.0,Male,49,3,2,Laboratory Technician,3.0,Divorced,3491.0,11309,1,No,13,3,1,3,10,4.0,2.0,10.0,7,8,9
44.0,0, Travel_Rarely,200,Research & Development,29,4,Other,1225,3.0,Male,32,3,2,Research Scientist,4.0,Single,4960.0,7744,1,No,25,4,2,0,20,3.0,3.0,20.0,11,13,17
20.0,0,Travel_Rarely,654,Sales,21,3,Marketing,1226,3.0,Male,43,4,1,Sales Representative,4.0,Single,4960.0,5050,1,No,17,3,4,0,2,2.0,3.0,2.0,1,2,2
46.0,0,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1228,4.0,Male,60,3,2,Manufacturing Director,4.0,Divorced,7379.0,17433,2,No,11,3,3,1,12,3.0,2.0,6.0,3,1,4
36.0,0,Non-Travel,179,Human Resources,2,5,Medical,1231,4.0,Male,79,4,2,Human Resources,1.0,Married,6272.0,12858,7,No,16,3,1,1,10,3.0,4.0,4.0,3,0,3
60.0,0,Travel_Rarely,696,Sales,7,4,Marketing,1233,2.0,Male,52,4,2,Sales Executive,4.0,Divorced,5220.0,10893,0,Yes,18,3,2,1,12,3.0,3.0,11.0,7,1,9
32.0,0,Travel_Frequently,116,Research & Development,13,3,Other,1234,3.0,Female,77,2,1,Laboratory Technician,3.0,Married,2743.0,7331,1,No,20,4,3,1,2,2.0,3.0,5.0,2,2,2
32.0,0,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1235,4.0,Female,38,3,2,Research Scientist,3.0,Single,4998.0,2338,4,Yes,14,3,4,0,10,2.0,3.0,8.0,7,0,7
36.0,0,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1237,3.0,Female,77,1,3,Manufacturing Director,1.0,Divorced,10252.0,4235,2,Yes,21,4,3,1,17,2.0,3.0,5.0,7,7,7
33.0,0,Travel_Rarely,117,Research & Development,9,3,Medical,1238,1.0,Male,60,3,1,Research Scientist,3.0,Married,2781.0,6311,0,No,13,3,2,1,15,5.0,3.0,14.0,10,4,10
40.0,0,Travel_Rarely,107,Sales,10,3,Technical Degree,1239,2.0,Female,84,2,2,Sales Executive,2.0,Divorced,6852.0,11591,7,No,12,3,2,1,7,2.0,4.0,5.0,1,1,3
25.0,0,Travel_Rarely,1356,Sales,10,4,Life Sciences,1240,3.0,Male,57,3,2,Sales Executive,4.0,Single,4950.0,20623,0,No,14,3,2,0,5,3.0,3.0,5.0,3,1,1
30.0,0,Travel_Rarely,1465,Research & Development,1,3,Medical,1241,4.0,Male,63,3,1,Research Scientist,2.0,Married,3579.0,9369,0,Yes,21,4,1,1,12,2.0,3.0,11.0,9,5,7
42.0,0,Travel_Frequently,458,Research & Development,26,5,Medical,1242,1.0,Female,60,3,3,Research Director,1.0,Married,4960.0,23281,3,Yes,17,3,3,0,20,6.0,3.0,1.0,0,0,0
35.0,0,Non-Travel,1212,Sales,8,2,Marketing,1243,3.0,Female,78,2,3,Sales Executive,4.0,Married,10377.0,13755,4,Yes,11,3,2,1,16,6.0,2.0,13.0,2,4,12
27.0,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1244,3.0,Male,42,3,1,Research Scientist,1.0,Married,2235.0,14377,1,Yes,14,3,4,2,9,3.0,2.0,9.0,7,6,8
54.0,0,Travel_Frequently ,966,Research & Development,1,4,Life Sciences,1245,4.0,Female,53,3,3,Manufacturing Director,3.0,Divorced,10502.0,9659,7,No,17,3,1,1,33,2.0,1.0,5.0,4,1,4
44.0,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1246,1.0,Female,72,4,1,Research Scientist,4.0,Married,2011.0,19982,1,No,13,3,4,1,10,5.0,3.0,10.0,5,7,7
19.0,1,Non-Travel,504,Research & Development,10,3,Medical,1248,1.0,Female,96,2,1,Research Scientist,2.0,Single,1859.0,6148,1,Yes,25,4,2,0,1,2.0,4.0,1.0,1,0,0
29.0,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1249,3.0,Female,97,3,1,Research Scientist,4.0,Divorced,3760.0,5598,1,No,15,3,1,3,3,5.0,3.0,3.0,2,1,2
54.0,0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1250,4.0,Male,85,3,4,Research Director,4.0,Married,4960.0,23474,3,No,14,3,1,0,36,2.0,3.0,10.0,9,0,9
31.0,0,Travel_Rarely,1332,Research & Development,11,2,Medical,1251,3.0,Male,80,3,2,Healthcare Representative,1.0,Married,6833.0,17089,1,Yes,12,3,4,0,6,2.0,2.0,6.0,5,0,1
31.0,0,Travel_Rarely,1062,Research & Development,24,3,Medical,1252,3.0,Female,96,2,2,Healthcare Representative,1.0,Single,6812.0,17198,1,No,19,3,2,0,10,2.0,3.0,10.0,9,1,8
59.0,0,Travel_Rarely,326,Sales,3,3,Life Sciences,1254,3.0,Female,48,2,2,Sales Executive,4.0,Single,5171.0,16490,5,No,17,3,4,0,13,2.0,3.0,6.0,1,0,5
43.0,0,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1255,3.0,Male,96,1,5,Research Director,4.0,Married,4960.0,18625,3,No,14,3,2,1,25,2.0,3.0,8.0,7,0,7
49.0,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1256,3.0,Male,85,2,5,Manager,3.0,Married,18711.0,12124,2,No,13,3,3,1,23,2.0,4.0,1.0,0,0,0
36.0,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1257,3.0,Male,46,3,1,research scientist,2.0,Married,3692.0,9256,1,No,12,3,3,0,12,2.0,2.0,11.0,10,0,7
48.0,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1258,4.0,Male,76,4,1,LABORATORY TECHNICIAN,2.0,Single,2559.0,16620,5,No,11,3,3,0,7,4.0,3.0,1.0,0,0,0
27.0,0,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1259,1.0,Male,76,3,1,Research Scientist,3.0,Divorced,2517.0,3208,1,No,11,3,2,3,5,2.0,3.0,5.0,3,0,3
29.0,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1260,3.0,Male,82,3,2,Healthcare Representative,4.0,Divorced,6623.0,4204,1,Yes,11,3,2,2,6,2.0,3.0,6.0,0,1,0
48.0,0,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1263,4.0,Male,76,2,5,Research Director,3.0,Single,18265.0,8733,6,No,12,3,3,0,25,3.0,4.0,1.0,0,0,0
29.0,0,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1264,4.0,Female,87,2,4,Research Director,4.0,Divorced,16124.0,3423,3,No,14,3,2,2,9,2.0,2.0,7.0,7,1,7
34.0,0,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1265,3.0,Female,89,4,1,Research Scientist,3.0,Married,2585.0,21643,0,No,17,3,4,0,2,5.0,2.0,1.0,0,0,0
44.0,0,Travel_Rarely,1099,Sales,5,3,Marketing,1267,2.0,Male,88,3,5,Manager,2.0,Married,4960.0,8751,7,No,11,3,3,1,26,5.0,3.0,22.0,9,3,10
33.0,0,Travel_Rarely,536,Sales,10,5,Marketing,1268,4.0,Male,82,4,3,Sales Executive,3.0,Divorced,8380.0,21708,0,Yes,14,3,4,2,10,3.0,3.0,9.0,8,0,8
19.0,0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1269,2.0,Female,57,4,1,Research Scientist,4.0,Single,2994.0,21221,1,Yes,12,3,4,0,1,2.0,3.0,1.0,0,0,1
2.0,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1270,4.0,Male,47,3,1,Research Scientist,3.0,Married,4960.0,16901,1,No,22,4,4,1,1,2.0,3.0,1.0,0,0,1
25.0,1,Travel_Frequently,599,Sales,24,1,Life Sciences,1273,3.0,Male,73,1,1,Sales Representative,4.0,Single,4960.0,8040,1,Yes,14,3,4,0,1,4.0,3.0,1.0,0,1,0
26.0,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1275,3.0,Male,53,3,1,Research Scientist,4.0,Single,2875.0,9973,1,Yes,20,4,2,0,8,2.0,2.0,8.0,5,2,2
45.0,1,Travel_Rarely,1449,Sales,2,3,Marketing,1277,1.0,Female,94,1,5,Manager,2.0,Single,18824.0,2493,2,Yes,16,3,1,0,26,2.0,3.0,24.0,10,1,11
55.0,0,Non-Travel,177,Research & Development,8,1,Medical,1278,4.0,Male,37,2,4,Healthcare Representative,2.0,Divorced,13577.0,25592,1,Yes,15,3,4,1,34,3.0,3.0,33.0,9,15,0
21.0,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1279,1.0,Female,45,2,1,Laboratory Technician,3.0,Single,2625.0,25308,1,No,20,4,3,0,2,2.0,1.0,2.0,2,2,2
46.0,0,Travel_Rarely,168,Sales,4,2,Marketing,1280,4.0,Female,33,2,5,Manager,2.0,Married,18789.0,9946,2,No,14,3,3,1,26,2.0,3.0,11.0,4,0,8
34.0,0,Travel_Rarely,131,Sales,2,3,Marketing,1281,3.0,Female,86,3,2,Sales Executive,1.0,Single,4960.0,6039,0,Yes,12,3,4,0,4,3.0,3.0,3.0,2,0,2
36.0,0,Travel_Frequently,237,Sales,9,3,Life Sciences,1282,4.0,Male,83,3,5,Manager,2.0,Divorced,4960.0,19196,4,Yes,24,4,1,1,31,3.0,2.0,29.0,10,11,10
36.0,0,Travel_Rarely,1429,Research & Development,18,4,Medical,1283,4.0,Male,67,3,3,Manufacturing Director,4.0,Single,10512.0,20002,6,No,12,3,4,0,25,6.0,2.0,9.0,7,5,4
150.0,0,Travel_Frequently,135,Research & Development,19,3,Medical,1285,3.0,Female,46,3,2,Laboratory Technician,2.0,Divorced,4444.0,22534,4,No,13,3,3,2,15,2.0,4.0,11.0,8,5,10
28.0,0,Travel_Frequently,791,Research & Development,1,4,Medical,1286,4.0,Male,44,3,1,Laboratory Technician,3.0,Single,2154.0,6842,0,Yes,11,3,3,0,5,2.0,2.0,4.0,2,0,2
44.0,0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1288,3.0,Male,92,4,5,Manager,1.0,Divorced,19190.0,17477,1,No,14,3,4,2,26,4.0,2.0,5.0,9,14,13
34.0,0,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1289,3.0,Male,56,2,2,Human Resources,2.0,Married,4490.0,21833,4,No,11,3,4,2,14,3.0,4.0,10.0,9,1,8
36.0,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1291,3.0,Male,66,3,1,Research Scientist,3.0,Married,3506.0,6020,0,Yes,14,3,4,0,4,3.0,3.0,3.0,2,2,2
